NAMA DEBITUR,EVENT TIME,STATUS UPSELLING,JENIS KELAMIN,USIA,STATUS PERNIKAHAN,JUMLAH TANGGUNGAN,STATUS TEMPAT TINGGAL,PENDIDIKAN,WILAYAH,JENIS PEKERJAAN,LAMA BEKERJA, PENGHASILAN ,DBR,JK WAKTU KREDIT/ BLN,LIMIT KREDIT,KUALITAS KREDIT
A175023,60,NEW,LAKI LAKI,25,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,4838668,26%,60,50000000,LANCAR
A296186,20,TOP,LAKI LAKI,46,MENIKAH,1,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,4,7787863,55%,24,70000000,LANCAR
A78028,60,NEW,PEREMPUAN,55,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,PNS,10,3496433,33%,60,50000000,LANCAR
A113237,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,2,2438308,45%,36,30000000,LANCAR
A268216,96,NEW,PEREMPUAN,41,MENIKAH,1,Milik Orang Tua,S1,Surabaya,PNS,16,7760500,47%,96,101000000,LANCAR
A276712,30,TOP,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,8,6722000,31%,60,96000000,LANCAR
A217376,12,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,9,2839698,48%,12,10000000,LANCAR
A10904,36,NEW,LAKI LAKI,36,MENIKAH,1,Rumah Dinas,SMA,Medan,Pegawai swasta,2,2233725,49%,36,15000000,LANCAR
A175050,84,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,4,5000000,29%,84,104900000,LANCAR
A26777,36,NEW,LAKI LAKI,36,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,11,2232764,48%,36,24000000,LANCAR
A59970,60,NEW,LAKI LAKI,34,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,12,3231300,33%,60,10500000,LANCAR
A47226,72,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai BUMN,21,5790059,39%,72,100000000,LANCAR
A112136,18,NEW,LAKI LAKI,37,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,3,7111186,25%,18,30000000,LANCAR
A76126,24,NEW,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,7,4459069,29%,24,25000000,LANCAR
A2369,78,NEW,LAKI LAKI,55,MENIKAH,1,Milik Sendiri,S1,Medan,Pegawai swasta,10,14122636,29%,78,200000000,LANCAR
A7521,60,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,4,3145752,25%,60,30000000,LANCAR
A203369,96,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,7,6921347,54%,96,200000000,LANCAR
A132068,96,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,9,9510000,33%,96,120000000,LANCAR
A192138,36,NEW,LAKI LAKI,42,MENIKAH,2,Milik Sendiri,S1,Semarang,PNS,16,4110350,18%,36,20000000,LANCAR
A162948,120,NEW,LAKI LAKI,35,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,4,10000000,32%,120,205000000,LANCAR
A14605,120,NEW,PEREMPUAN,33,MENIKAH,2,Milik Orang Tua,DIPLOMA,Medan,Pegawai BUMN,6,5259820,32%,120,100000000,LANCAR
A30632,48,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Orang Tua,S1,Palembang,Pegawai BUMN,3,7362262,40%,48,100000000,LANCAR
A171801,60,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,7,8350600,36%,60,100000000,LANCAR
A149668,12,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,1,11297040,60%,12,32000000,LANCAR
A310008,20,TOP,LAKI LAKI,49,MENIKAH,10,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,1,4201873,41%,72,79000000,LANCAR
A228147,60,NEW,LAKI LAKI,39,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,2,6855000,37%,60,84000000,LANCAR
A219616,48,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,10,3399761,34%,48,35000000,LANCAR
A327034,7,TOP,LAKI LAKI,33,TIDAK MENIKAH,0,Rumah Dinas,SMA,Semarang,Pegawai BUMN,1,2299785,45%,72,47500000,LANCAR
A186179,60,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,8,2215183,34%,60,30000000,LANCAR
A296465,26,TOP,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,8,7808044,49%,84,195000000,LANCAR
A243433,54,NEW,LAKI LAKI,54,MENIKAH,3,Rumah Dinas,SMA,Jayapura,Pegawai swasta,18,13181491,40%,54,251000000,LANCAR
A210168,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S1,Surabaya,PNS,5,2708017,48%,36,35000000,LANCAR
A87250,36,NEW,LAKI LAKI,48,MENIKAH,5,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,16,18400560,10%,36,50000000,LANCAR
A287650,15,TOP,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,18,4946880,42%,72,93000000,LANCAR
A44733,60,NEW,LAKI LAKI,31,MENIKAH,1,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,3,5135035,35%,60,50000000,LANCAR
A311712,9,TOP,PEREMPUAN,35,MENIKAH,2,Milik Orang Tua,S1,Semarang,Pegawai swasta,8,5589196,28%,120,236700000,LANCAR
A310317,15,TOP,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,17,3605638,54%,96,94700000,LANCAR
A327678,12,TOP,LAKI LAKI,49,MENIKAH,4,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,21,7153240,60%,84,221900000,LANCAR
A152251,36,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,3,4854208,11%,36,14562624,LANCAR
A150257,36,NEW,LAKI LAKI,44,MENIKAH,3,Sewa,SMA,Jakarta 5,Pegawai swasta,4,4375000,29%,36,30000000,LANCAR
A207579,78,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai BUMN,10,5746538,60%,78,142000000,LANCAR
A178095,24,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,4,4000000,13%,24,10000000,LANCAR
A92844,24,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,8,3461851,22%,24,15000000,LANCAR
A219990,36,NEW,LAKI LAKI,41,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,18,2265922,16%,36,10000000,LANCAR
A52824,60,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,3,4187035,60%,60,94000000,LANCAR
A315302,15,TOP,PEREMPUAN,37,MENIKAH,1,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,12,2127787,39%,60,34000000,LANCAR
A94605,36,NEW,LAKI LAKI,28,MENIKAH,4,Sewa,SMA,Jakarta 4,Pegawai swasta,9,3372307,17%,36,15000000,LANCAR
A129459,36,NEW,PEREMPUAN,35,MENIKAH,1,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,13,11000000,19%,36,55000000,LANCAR
A161598,24,NEW,PEREMPUAN,35,MENIKAH,2,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,7,9500000,26%,24,47500000,LANCAR
A59947,12,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,1,3900000,36%,12,10000000,LANCAR
A54519,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,2,5696328,47%,36,60000000,LANCAR
A75942,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,3071564,25%,36,20000000,LANCAR
A35143,120,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Sendiri,S1,Palembang,Pegawai swasta,11,11402631,44%,120,215000000,LANCAR
A313223,11,TOP,PEREMPUAN,47,MENIKAH,2,Milik Sendiri,SMA,Semarang,Pegawai swasta,23,3363397,60%,96,81500000,LANCAR
A316660,24,TOP,LAKI LAKI,33,MENIKAH,3,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,7,4381400,28%,60,47000000,LANCAR
A290102,21,TOP,PEREMPUAN,34,MENIKAH,2,Milik Sendiri,S1,Jakarta 4,PNS,4,6477700,55%,120,170000000,LANCAR
A13160,48,NEW,LAKI LAKI,49,MENIKAH,3,Rumah Dinas,S1,Medan,Pegawai swasta,4,7237818,40%,48,99000000,LANCAR
A82546,24,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,1,7305000,21%,24,30000000,LANCAR
A197442,36,NEW,PEREMPUAN,31,MENIKAH,1,Milik Orang Tua,DIPLOMA,Semarang,Pegawai swasta,6,2512850,44%,36,27000000,LANCAR
A250782,60,NEW,LAKI LAKI,33,MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,2,4710734,29%,60,42000000,MACET
A10188,48,NEW,PEREMPUAN,29,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,4,3184915,34%,48,28000000,LANCAR
A308095,7,TOP,PEREMPUAN,26,MENIKAH,0,Sewa,DIPLOMA,Bandung,Pegawai BUMN,3,3363397,60%,96,80000000,LANCAR
A114385,24,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SD,Balikpapan,Pegawai swasta,5,5966539,44%,24,30000000,LANCAR
A152859,60,NEW,LAKI LAKI,31,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,2,5700000,23%,60,45000000,LANCAR
A72138,48,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,12,3495602,44%,48,25000000,LANCAR
A258082,24,NEW,LAKI LAKI,43,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,1,3125000,20%,24,10000000,MACET
A59114,36,NEW,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,3227578,41%,36,25500000,LANCAR
A146104,24,NEW,PEREMPUAN,31,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 5,Pegawai swasta,5,4408380,41%,24,25500000,LANCAR
A25703,96,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,SMA,Medan,Pegawai swasta,4,3155000,46%,96,75000000,LANCAR
A121750,12,NEW,LAKI LAKI,28,MENIKAH,1,Rumah Dinas,DIPLOMA,Balikpapan,Pegawai swasta,3,3276761,41%,12,15000000,LANCAR
A254391,24,NEW,LAKI LAKI,41,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,7740000,30%,24,45000000,MACET
A228365,36,NEW,PEREMPUAN,31,MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,1,7264167,25%,36,50000000,LANCAR
A316111,20,TOP,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,14,3751125,54%,96,107700000,LANCAR
A315778,17,TOP,PEREMPUAN,32,MENIKAH,2,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,7,2543167,43%,84,70000000,LANCAR
A6236,36,NEW,PEREMPUAN,50,CERAI,4,Milik Sendiri,S1,Medan,Pegawai swasta,6,3005979,38%,36,13000000,LANCAR
A183627,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,6,2947175,44%,60,45000000,LANCAR
A155189,60,NEW,PEREMPUAN,31,MENIKAH,1,Sewa,S2/S3,Jakarta 5,Pegawai swasta,1,7948277,16%,60,50000000,LANCAR
A151259,72,NEW,LAKI LAKI,24,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,4219252,26%,72,46000000,LANCAR
A26612,24,NEW,LAKI LAKI,37,TIDAK MENIKAH,0,Milik Sendiri,SMA,Medan,Pegawai swasta,3,3423201,53%,24,19500000,LANCAR
A106020,24,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Rumah Dinas,S1,Balikpapan,Pegawai swasta,2,4783787,54%,24,25000000,LANCAR
A266321,36,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,3,2321605,47%,36,25000000,LANCAR
A212503,24,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,25,8563266,46%,24,35000000,LANCAR
A88774,36,NEW,PEREMPUAN,31,MENIKAH,1,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,2,2971889,24%,36,20000000,LANCAR
A169162,120,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,17,2935805,48%,120,123500000,LANCAR
A316944,26,TOP,LAKI LAKI,47,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,6,3966833,27%,60,43000000,LANCAR
A112682,36,NEW,LAKI LAKI,42,MENIKAH,2,Rumah Dinas,S1,Balikpapan,Pegawai swasta,9,6166667,22%,36,37000000,LANCAR
A159721,12,NEW,PEREMPUAN,34,MENIKAH,0,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,6,5774440,16%,12,10000000,LANCAR
A22398,48,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai BUMN,22,5248241,45%,48,38000000,LANCAR
A133089,48,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,3,3764000,33%,48,33500000,LANCAR
A221851,60,NEW,PEREMPUAN,26,MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,3,3183775,32%,60,30000000,LANCAR
A172537,96,NEW,LAKI LAKI,26,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,3,4278990,41%,96,100000000,LANCAR
A129629,12,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,12,4836802,58%,12,15500000,LANCAR
A96487,96,NEW,LAKI LAKI,36,MENIKAH,3,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,16,4234439,41%,96,90000000,LANCAR
A48723,60,NEW,LAKI LAKI,35,TIDAK MENIKAH,0,Sewa,S1,Jakarta 3,Pegawai swasta,3,9900000,25%,60,89000000,LANCAR
A203745,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Surabaya,Pegawai swasta,2,2380836,54%,60,50000000,LANCAR
A269429,18,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,1,4425979,23%,18,20000000,LANCAR
A267655,60,NEW,PEREMPUAN,34,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,3,2083220,48%,60,33000000,LANCAR
A211360,60,NEW,LAKI LAKI,45,MENIKAH,4,Milik Sendiri,S1,Surabaya,Pegawai BUMN,15,8986028,21%,60,75000000,LANCAR
A241765,48,NEW,LAKI LAKI,29,MENIKAH,3,Milik Sendiri,DIPLOMA,Denpasar,Pegawai swasta,1,5118560,33%,48,46000000,LANCAR
A260612,36,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S1,Denpasar,Pegawai swasta,1,2511672,60%,36,15000000,MACET
A37605,36,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Rumah Dinas,S1,Palembang,Pegawai swasta,2,2941410,38%,36,23000000,LANCAR
A72872,24,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,2,18300000,17%,24,56500000,LANCAR
A54319,24,NEW,LAKI LAKI,47,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,17,4713000,27%,24,25000000,LANCAR
A53495,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,2,6050368,46%,60,110000000,LANCAR
A17143,120,NEW,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,SMA,Medan,Pegawai BUMN,7,6273892,55%,120,200000000,LANCAR
A48956,96,NEW,LAKI LAKI,44,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,13,3877729,50%,96,75000000,LANCAR
A138949,120,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 5,Pegawai swasta,1,24945172,20%,120,300000000,LANCAR
A253020,36,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,2,3762742,20%,36,20000000,MACET
A263353,60,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,SMP,Jakarta 3,Pegawai swasta,3,3280510,41%,60,29500000,LANCAR
A305210,21,TOP,LAKI LAKI,50,CERAI,1,Milik Sendiri,SMA,Jakarta 5,PNS,22,9810237,49%,96,225000000,LANCAR
A79318,24,NEW,LAKI LAKI,32,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,4,8151050,19%,24,30000000,LANCAR
A275561,15,TOP,PEREMPUAN,45,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,3,3406561,40%,60,37500000,LANCAR
A101147,96,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,4,3539474,49%,96,75000000,LANCAR
A302712,24,TOP,LAKI LAKI,37,MENIKAH,1,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,4,5637450,47%,120,150000000,LANCAR
A55172,60,NEW,LAKI LAKI,26,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,3,5000000,50%,60,100000000,LANCAR
A175556,120,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,PNS,8,6419535,37%,120,135000000,LANCAR
A303788,25,TOP,LAKI LAKI,30,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,5,3364333,24%,60,36000000,LANCAR
A228835,54,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,S1,Surabaya,Pegawai BUMN,7,12451805,30%,54,150000000,LANCAR
A48178,96,NEW,LAKI LAKI,30,MENIKAH,2,Sewa,DIPLOMA,Jakarta 3,Pegawai swasta,2,3545000,55%,96,75000000,LANCAR
A193554,60,NEW,LAKI LAKI,49,MENIKAH,2,Milik Sendiri,S2/S3,Semarang,PNS,25,18482642,39%,60,300000000,LANCAR
A47052,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,5,4759938,33%,60,42000000,LANCAR
A59156,36,NEW,LAKI LAKI,54,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,PNS,10,20156012,14%,36,63000000,LANCAR
A42734,60,NEW,LAKI LAKI,47,MENIKAH,4,Milik Sendiri,SMA,Palembang,Pegawai swasta,11,3331848,41%,60,29900000,LANCAR
A93104,60,NEW,LAKI LAKI,44,MENIKAH,3,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,7,9836894,7%,60,25000000,LANCAR
A142034,24,NEW,LAKI LAKI,39,MENIKAH,2,Milik Sendiri,S2/S3,Jakarta 5,Pegawai swasta,3,4875000,40%,24,24500000,LANCAR
A30025,36,NEW,LAKI LAKI,56,MENIKAH,4,Milik Sendiri,SD,Palembang,Pegawai BUMN,10,7180413,60%,36,102000000,LANCAR
A221983,48,NEW,LAKI LAKI,37,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,12,6000000,31%,48,47000000,LANCAR
A21733,60,NEW,LAKI LAKI,38,MENIKAH,1,Rumah Dinas,SMA,Medan,Pegawai swasta,14,3038104,51%,60,58000000,LANCAR
A240081,36,NEW,PEREMPUAN,32,CERAI,0,Sewa,S1,Denpasar,Pegawai swasta,3,4584052,33%,36,36000000,LANCAR
A132483,48,NEW,LAKI LAKI,53,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai BUMN,20,4825941,37%,48,60000000,LANCAR
A99145,36,NEW,LAKI LAKI,35,MENIKAH,2,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,8,6870177,25%,36,20000000,LANCAR
A308510,6,TOP,LAKI LAKI,24,MENIKAH,1,Milik Orang Tua,SMA,Bandung,Pegawai swasta,4,2698181,21%,66,47000000,LANCAR
A153612,24,NEW,LAKI LAKI,35,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,13,3149400,31%,24,20000000,LANCAR
A294631,8,TOP,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,3,5441141,25%,36,45000000,LANCAR
A144708,84,NEW,LAKI LAKI,35,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,11,5294213,39%,84,100000000,LANCAR
A292781,24,TOP,LAKI LAKI,50,MENIKAH,4,Milik Sendiri,SMA,Jakarta 4,Pegawai BUMN,28,10419682,48%,60,224000000,LANCAR
A65605,60,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,DIPLOMA,Jakarta 3,Pegawai swasta,1,4767175,43%,60,70000000,LANCAR
A163532,36,NEW,LAKI LAKI,28,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,7,5000000,23%,36,18500000,LANCAR
A171175,12,NEW,PEREMPUAN,51,MENIKAH,1,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,1,2897247,48%,12,10000000,LANCAR
A161349,36,NEW,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,12,4888400,22%,36,30000000,LANCAR
A164427,96,NEW,LAKI LAKI,34,MENIKAH,1,Milik Sendiri,S1,Bandung,Pegawai swasta,9,8012237,35%,96,125000000,LANCAR
A218227,60,NEW,LAKI LAKI,32,MENIKAH,0,Milik Orang Tua,SMA,Surabaya,Pegawai swasta,7,2755858,20%,60,20000000,LANCAR
A246013,60,NEW,LAKI LAKI,48,MENIKAH,2,Rumah Dinas,SMA,Jayapura,Pegawai swasta,1,6009566,17%,60,40000000,LANCAR
A207172,24,NEW,PEREMPUAN,51,CERAI,1,Milik Sendiri,SMA,Surabaya,Pegawai swasta,24,3737392,34%,24,25000000,LANCAR
A158457,60,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai swasta,4,4970017,33%,60,44000000,LANCAR
A301759,24,TOP,LAKI LAKI,33,MENIKAH,2,Sewa,SMA,Jakarta 5,Pegawai swasta,5,12872171,28%,48,165500000,LANCAR
A324385,29,TOP,LAKI LAKI,51,MENIKAH,2,Milik Sendiri,DIPLOMA,Jayapura,Pegawai swasta,13,7418604,52%,84,198000000,LANCAR
A295141,15,TOP,LAKI LAKI,37,MENIKAH,1,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,2,5570325,24%,36,60000000,LANCAR
A57944,36,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai swasta,2,2629125,41%,36,30000000,LANCAR
A69142,84,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,14,5098436,30%,84,75000000,LANCAR
A318735,23,TOP,LAKI LAKI,33,MENIKAH,1,Rumah Dinas,S1,Surabaya,Pegawai swasta,1,7043520,27%,60,74000000,LANCAR
A326885,16,TOP,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai swasta,2,11346984,52%,120,377000000,LANCAR
A278947,16,TOP,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,DIPLOMA,Palembang,Pegawai BUMN,3,5578937,34%,84,135000000,LANCAR
A258583,96,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,S1,Bandung,Pegawai swasta,2,3573833,34%,96,60000000,MACET
A189820,24,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,DIPLOMA,Semarang,Pegawai swasta,3,3000000,42%,24,25000000,LANCAR
A147951,60,NEW,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,6,4083497,37%,60,60000000,LANCAR
A90366,72,NEW,PEREMPUAN,31,MENIKAH,1,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,2,5482843,30%,72,56000000,LANCAR
A52947,36,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,13,8796768,11%,36,26000000,LANCAR
A161460,48,NEW,LAKI LAKI,38,MENIKAH,3,Sewa,SMA,Jakarta 5,Pegawai swasta,1,3500000,25%,48,26500000,LANCAR
A9558,48,NEW,LAKI LAKI,46,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,2,2814900,39%,48,25000000,LANCAR
A19341,48,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,4,2996917,31%,48,26500000,LANCAR
A30459,48,NEW,LAKI LAKI,43,MENIKAH,2,Milik Sendiri,SMA,Palembang,Pegawai swasta,11,2448932,36%,48,30000000,LANCAR
A164435,60,NEW,PEREMPUAN,34,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,7,2509573,43%,60,17500000,LANCAR
A184289,48,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Sewa,S1,Bandung,Pegawai swasta,2,9004777,35%,48,110000000,LANCAR
A4640,36,NEW,LAKI LAKI,55,MENIKAH,3,Milik Sendiri,S1,Medan,Pegawai BUMN,23,18161964,40%,36,200000000,LANCAR
A268623,96,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Milik Sendiri,S1,Surabaya,Pegawai swasta,4,3146961,46%,96,40000000,LANCAR
A65146,36,NEW,LAKI LAKI,53,MENIKAH,3,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,12,4981421,19%,36,25000000,LANCAR
A144968,36,NEW,LAKI LAKI,44,MENIKAH,4,Milik Sendiri,DIPLOMA,Jakarta 5,Pegawai BUMN,23,4743091,23%,36,30000000,LANCAR
A192705,120,NEW,LAKI LAKI,35,MENIKAH,2,Sewa,S1,Semarang,Pegawai swasta,7,9130373,11%,120,55000000,LANCAR
A250278,96,NEW,LAKI LAKI,42,MENIKAH,1,Rumah Dinas,S1,Medan,Pegawai swasta,1,9275444,42%,96,200000000,MACET
A173373,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,SMA,Bandung,Pegawai swasta,2,3929120,32%,60,50000000,LANCAR
