NAMA,T,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,class
A57468,36,NEW,PEREMPUAN,34,MENIKAH,4,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,7,2913867,0.452535068,36,23000000,LANCAR,1
A134215,60,NEW,LAKI LAKI,46,MENIKAH,3,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,19,16220056,0.162627799,60,105000000,LANCAR,1
A250485,60,NEW,LAKI LAKI,38,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,2,5104264,0.159004511,60,15000000,MACET,0
A154504,60,NEW,PEREMPUAN,45,CERAI,1,Milik Orang Tua,S1,Jakarta 5,Pegawai BUMN,16,13004067,0.178930561,60,100000000,LANCAR,1
A75248,48,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,6,4598143,0.336719628,48,35000000,LANCAR,1
A109179,60,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,5,7528719,0.171365009,60,50000000,LANCAR,1
A111284,24,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,4111575,0.458158492,24,20000000,LANCAR,1
A255545,24,NEW,LAKI LAKI,35,MENIKAH,1,Sewa,DIPLOMA,Balikpapan,Pegawai swasta,4,4764210,0.215715302,24,20000000,MACET,0
A248631,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,SMP,Jayapura,Pegawai swasta,5,6467770,0.572957449,60,95000000,MACET,0
A301442,13,TOP,LAKI LAKI,51,MENIKAH,4,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,20,4700000,0.494336383,72,114000000,LANCAR,1
A254022,36,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,8648012,0.348519984,36,60000000,MACET,0
A304114,30,TOP,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,13,4855303.333,0.6,96,109000000,LANCAR,1
A330050,9,TOP,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Denpasar,Pegawai swasta,1,2644388,0.485798983,24,21500000,LANCAR,1
A119968,60,NEW,LAKI LAKI,52,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai BUMN,18,14561960,0.345038923,60,125000000,LANCAR,1
A319458,7,TOP,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,15,6724527,0.412760779,120,150000000,LANCAR,1
A184537,60,NEW,PEREMPUAN,41,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,16,2777391,0.542715448,60,44000000,LANCAR,1
A247883,96,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jayapura,Pegawai BUMN,2,5176452,0.536915633,96,150000000,LANCAR,1
A88272,120,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,19,5185581,0.341290205,120,100000000,LANCAR,1
A318076,33,TOP,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Surabaya,Pegawai BUMN,9,5254904,0.363807598,120,125000000,LANCAR,1
A50661,60,NEW,LAKI LAKI,38,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,2,10995419,0.246042102,60,95000000,LANCAR,1
A199473,24,NEW,PEREMPUAN,52,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,25,9420000,0.080075265,24,15000000,LANCAR,1
A329705,10,TOP,LAKI LAKI,28,MENIKAH,1,Milik Orang Tua,DIPLOMA,Surabaya,Pegawai swasta,3,6226150,0.35664046,120,123000000,LANCAR,1
A49857,60,NEW,PEREMPUAN,28,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai swasta,2,2670000,0.241602996,60,25000000,LANCAR,1
A109083,24,NEW,LAKI LAKI,26,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,3,2474798,0.20319719,24,10000000,LANCAR,1
A252558,36,NEW,LAKI LAKI,32,MENIKAH,0,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,1,6500000,0.173884923,36,30000000,MACET,0
A110929,36,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,15,6345436,0.296867386,36,50000000,LANCAR,1
A121300,12,NEW,LAKI LAKI,32,MENIKAH,1,Milik Orang Tua,DIPLOMA,Balikpapan,Pegawai swasta,3,2775382,0.167749521,12,5000000,LANCAR,1
A13027,36,NEW,LAKI LAKI,41,MENIKAH,2,Milik Orang Tua,SMA,Medan,Pegawai swasta,6,3386580,0.500616551,36,26000000,LANCAR,1
A10100,60,NEW,LAKI LAKI,44,MENIKAH,5,Milik Sendiri,SMA,Medan,PNS,21,5140290,0.488731375,60,100000000,LANCAR,1
A105657,36,NEW,LAKI LAKI,41,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,2,4484280,0.420079255,36,25000000,LANCAR,1
A83118,36,NEW,PEREMPUAN,29,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,10,2604724,0.420732485,36,30000000,LANCAR,1
A252300,48,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,25,13720378,0.319376915,48,144000000,MACET,0
A304147,8,TOP,LAKI LAKI,50,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,24,5279934,0.483815707,60,104200000,LANCAR,1
A312918,15,TOP,LAKI LAKI,33,MENIKAH,1,Milik Orang Tua,S1,Semarang,Pegawai swasta,2,5009233,0.291095463,24,40000000,LANCAR,1
A195781,120,NEW,LAKI LAKI,29,MENIKAH,0,Milik Orang Tua,S1,Semarang,PNS,6,6166738,0.573978496,120,200000000,LANCAR,1
A207869,96,NEW,LAKI LAKI,25,TIDAK MENIKAH,0,Sewa,S1,Surabaya,Pegawai swasta,4,3537104,0.549070935,96,100000000,LANCAR,1
A57352,96,NEW,LAKI LAKI,31,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,2,4409279,0.481653576,96,90000000,LANCAR,1
A259420,72,NEW,LAKI LAKI,42,MENIKAH,4,Milik Sendiri,SMA,Surabaya,Pegawai swasta,1,3886167,0.434735049,72,75000000,MACET,0
A254553,36,NEW,LAKI LAKI,47,MENIKAH,3,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,2,7053720,0.373881441,36,50000000,MACET,0
A214255,60,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,14,2573425,0.401071335,60,30000000,LANCAR,1
A85911,36,NEW,PEREMPUAN,28,MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,7,2670597,0.383932506,36,20000000,LANCAR,1
A251073,60,NEW,LAKI LAKI,43,MENIKAH,1,Rumah Dinas,DIPLOMA,Medan,Pegawai swasta,1,3362684,0.373544169,60,50000000,MACET,0
A17373,12,NEW,PEREMPUAN,39,TIDAK MENIKAH,0,Milik Orang Tua,S1,Medan,Pegawai swasta,14,9267749,0.389558673,12,40000000,LANCAR,1
A90922,60,NEW,LAKI LAKI,40,MENIKAH,4,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,15,6862382,0.366085858,60,100000000,LANCAR,1
A255818,24,NEW,LAKI LAKI,40,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,7,5617500,0.457371251,24,32500000,MACET,0
A250804,96,NEW,LAKI LAKI,31,TIDAK MENIKAH,0,Rumah Dinas,DIPLOMA,Medan,PNS,3,3460276,0.583201456,96,70000000,MACET,0
A267483,60,NEW,PEREMPUAN,29,MENIKAH,0,Milik Orang Tua,SMA,Bandung,Pegawai swasta,7,2816560,0.445973457,60,44000000,LANCAR,1
A258931,60,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Milik Orang Tua,S1,Semarang,Pegawai swasta,2,3220833,0.167989772,60,20000000,MACET,0
A104730,12,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,4,7759481.667,0.6,12,20000000,LANCAR,1
A72163,36,NEW,LAKI LAKI,34,MENIKAH,1,Milik Orang Tua,S1,Jakarta 4,PNS,8,2736500,0.530282112,36,40000000,LANCAR,1
A112507,24,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,3,2997496.667,0.6,24,15000000,LANCAR,1
A155082,24,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,4,4000000,0.12151375,24,10000000,LANCAR,1
A9881,60,NEW,LAKI LAKI,48,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,13,7370219,0.511291727,60,150000000,LANCAR,1
A251296,30,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,3,3115335,0.4719608,30,35000000,MACET,0
A128163,60,NEW,LAKI LAKI,40,MENIKAH,1,Sewa,SMA,Jakarta 5,Pegawai swasta,10,4198331,0.307302831,60,41000000,LANCAR,1
A278150,7,TOP,LAKI LAKI,44,MENIKAH,2,Rumah Dinas,SMA,Medan,Pegawai swasta,14,4905121,0.512162901,60,109200000,LANCAR,1
A300677,14,TOP,LAKI LAKI,45,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,7,17000000,0.182151118,48,117500000,LANCAR,1
A252935,48,NEW,LAKI LAKI,34,TIDAK MENIKAH,0,Rumah Dinas,SMA,Jakarta 4,Pegawai swasta,6,5017479,0.185146963,48,30000000,MACET,0
A168706,60,NEW,LAKI LAKI,53,MENIKAH,3,Milik Sendiri,SMA,Bandung,Pegawai BUMN,25,8641872,0.436055058,60,150000000,LANCAR,1
A15918,36,NEW,LAKI LAKI,41,MENIKAH,2,Rumah Dinas,SMA,Medan,Pegawai swasta,8,3061710,0.357934618,36,30000000,LANCAR,1
A34911,96,NEW,LAKI LAKI,38,TIDAK MENIKAH,0,Rumah Dinas,S1,Palembang,Pegawai swasta,1,7970400,0.487333384,96,200000000,LANCAR,1
A230086,60,NEW,LAKI LAKI,45,CERAI,2,Milik Sendiri,DIPLOMA,Makassar,Pegawai BUMN,19,6003500,0.405064712,60,100000000,LANCAR,1
A152728,36,NEW,LAKI LAKI,42,MENIKAH,2,Milik Orang Tua,SMA,Jakarta 5,Pegawai swasta,3,4500000,0.239347111,36,20000000,LANCAR,1
A211170,48,NEW,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,S1,Surabaya,Pegawai swasta,7,5404217,0.200546906,48,35000000,LANCAR,1
A324733,32,TOP,LAKI LAKI,34,MENIKAH,2,Milik Sendiri,SMA,Jayapura,Pegawai swasta,2,12744622,0.325247701,84,243000000,LANCAR,1
A220700,36,NEW,LAKI LAKI,42,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,21,2595553,0.35184949,36,20000000,LANCAR,1
A83231,24,NEW,LAKI LAKI,46,MENIKAH,1,Milik Orang Tua,S1,Jakarta 4,Pegawai swasta,3,6500000,0.173884923,24,30000000,LANCAR,1
A202411,24,NEW,PEREMPUAN,45,MENIKAH,0,Milik Orang Tua,SMP,Surabaya,Pegawai swasta,23,2001805,0.385044997,24,10000000,LANCAR,1
A202315,60,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,DIPLOMA,Surabaya,Pegawai swasta,2,4180348,0.24689978,60,40000000,LANCAR,1
A249144,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Sewa,DIPLOMA,Balikpapan,Pegawai swasta,3,5513973,0.293804123,36,40000000,MACET,0
A205181,60,NEW,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,12,2548760,0.506190854,60,30000000,LANCAR,1
A257079,24,NEW,LAKI LAKI,35,MENIKAH,2,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,3533007,0.290889036,24,20000000,MACET,0
A240214,36,NEW,PEREMPUAN,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Denpasar,Pegawai swasta,2,2008200,0.53260731,36,10000000,LANCAR,1
A250840,30,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,1,5929787,0.363670398,30,41000000,MACET,0
A279913,21,TOP,LAKI LAKI,27,MENIKAH,0,Milik Orang Tua,S1,Palembang,Pegawai BUMN,7,3391441,0.57265363,96,107000000,LANCAR,1
A90177,96,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,4,4320012,0.40967201,96,100000000,LANCAR,1
A221592,36,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,13,3104429,0.294174549,36,25000000,LANCAR,1
A252193,48,NEW,LAKI LAKI,49,MENIKAH,3,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,5,7303286.667,0.6,48,144000000,MACET,0
A248335,48,NEW,LAKI LAKI,35,MENIKAH,1,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,2,4677756,0.46680032,48,65000000,MACET,0
A250096,36,NEW,LAKI LAKI,41,MENIKAH,3,Milik Sendiri,SMA,Medan,Pegawai swasta,3,2382068,0.30670619,36,16000000,MACET,0
A217928,60,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,SMA,Surabaya,Pegawai swasta,19,2836650,0.227409092,60,25000000,LANCAR,1
A174172,48,NEW,LAKI LAKI,32,MENIKAH,2,Milik Sendiri,SMA,Bandung,Pegawai swasta,11,3192934,0.547102446,48,44000000,LANCAR,1
A51525,60,NEW,LAKI LAKI,38,MENIKAH,2,Milik Orang Tua,S1,Jakarta 3,Pegawai swasta,2,5417190,0.299639112,60,48000000,LANCAR,1
A103287,48,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,S1,Balikpapan,Pegawai swasta,4,6461981,0.482426519,48,110000000,LANCAR,1
A249203,36,NEW,LAKI LAKI,38,MENIKAH,3,Milik Sendiri,DIPLOMA,Balikpapan,Pegawai swasta,11,9469440,0.35807355,36,75000000,MACET,0
A256500,24,NEW,LAKI LAKI,29,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,3629080,0.594224432,24,20000000,MACET,0
A101530,18,NEW,LAKI LAKI,31,MENIKAH,4,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,2756355,0.559278467,18,10000000,LANCAR,1
A248712,120,NEW,LAKI LAKI,44,MENIKAH,4,Milik Sendiri,S1,Medan,Pegawai BUMN,16,13556588,0.370697553,120,300000000,MACET,0
A253019,36,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Rumah Dinas,S1,Jakarta 4,Pegawai swasta,3,3095185,0.243442961,36,12000000,MACET,0
A306690,13,TOP,LAKI LAKI,27,TIDAK MENIKAH,0,Sewa,SMA,Bandung,Pegawai swasta,3,6551642,0.316344971,120,333000000,LANCAR,1
A37722,96,NEW,LAKI LAKI,40,MENIKAH,2,Milik Sendiri,S1,Palembang,Pegawai BUMN,7,3236868.333,0.6,96,94000000,LANCAR,1
A75179,96,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 4,Pegawai swasta,7,3056288,0.571905854,96,82000000,LANCAR,1
A248159,48,NEW,LAKI LAKI,37,MENIKAH,3,Milik Sendiri,SMA,Palembang,Pegawai swasta,5,4240218,0.365142783,48,38000000,MACET,0
A34904,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,3,2545409,0.2870246,36,20000000,LANCAR,1
A271883,60,NEW,PEREMPUAN,27,MENIKAH,1,Milik Sendiri,DIPLOMA,Surabaya,Pegawai swasta,3,3882670,0.348386033,60,34500000,LANCAR,1
A286888,14,TOP,LAKI LAKI,30,MENIKAH,1,Milik Orang Tua,DIPLOMA,Jakarta 3,Pegawai BUMN,1,6189346,0.346720316,84,108500000,LANCAR,1
A252057,36,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,10,2600000,0.595458077,36,17000000,MACET,0
A260534,96,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,SMA,Denpasar,Pegawai swasta,9,6860837,0.540131911,96,200000000,MACET,0
A78204,60,NEW,LAKI LAKI,40,MENIKAH,3,Milik Sendiri,SMA,Jakarta 4,Pegawai swasta,12,3014880,0.342344306,60,40000000,LANCAR,1
A158924,36,NEW,LAKI LAKI,45,MENIKAH,4,Milik Sendiri,S2/S3,Jakarta 5,Pegawai swasta,10,20000000,0.17951035,36,100000000,LANCAR,1
A245140,12,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jayapura,Pegawai swasta,2,3770459,0.493912014,12,10000000,LANCAR,1
A250375,60,NEW,LAKI LAKI,33,MENIKAH,1,Sewa,SMA,Medan,Pegawai swasta,1,3233003,0.292875695,60,29000000,MACET,0
A225402,120,NEW,PEREMPUAN,38,CERAI,1,Milik Sendiri,S1,Surabaya,Pegawai BUMN,13,12524383,0.325104558,120,245000000,LANCAR,1
A283230,6,TOP,PEREMPUAN,27,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Jakarta 3,Pegawai BUMN,4,24831192,0.202344012,108,316000000,LANCAR,1
A252538,36,NEW,PEREMPUAN,42,MENIKAH,2,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,4,3533430,0.373186111,36,20000000,MACET,0
A321301,7,TOP,LAKI LAKI,48,MENIKAH,4,Milik Sendiri,SMA,Makassar,Pegawai BUMN,19,10794705,0.229544485,96,304000000,LANCAR,1
A84643,36,NEW,PEREMPUAN,35,MENIKAH,2,Milik Orang Tua,DIPLOMA,Jakarta 4,Pegawai swasta,4,4818782,0.379034993,36,50000000,LANCAR,1
A314262,7,TOP,LAKI LAKI,55,MENIKAH,2,Milik Orang Tua,S1,Surabaya,Pegawai swasta,18,2122462,0.430275784,78,80500000,LANCAR,1
A248324,24,NEW,LAKI LAKI,31,MENIKAH,1,Milik Orang Tua,SD,Balikpapan,Pegawai swasta,5,5380363,0.477529676,24,30000000,MACET,0
A14776,36,NEW,LAKI LAKI,48,MENIKAH,2,Milik Sendiri,SMA,Medan,PNS,15,4906321,0.109762692,36,14000000,LANCAR,1
A273349,13,TOP,LAKI LAKI,41,MENIKAH,1,Milik Sendiri,SMA,Medan,Pegawai swasta,6,6509312,0.463029733,48,83500000,LANCAR,1
A329117,11,TOP,LAKI LAKI,35,MENIKAH,1,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,12,10760285,0.411185113,120,256800000,LANCAR,1
A253501,36,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,4926317,0.344147159,36,25000000,MACET,0
A228349,12,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Surabaya,Pegawai swasta,12,3111307,0.299275513,12,10000000,LANCAR,1
A253048,48,NEW,LAKI LAKI,39,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,4256735,0.363725954,48,38000000,MACET,0
A234592,12,NEW,LAKI LAKI,40,MENIKAH,3,Rumah Dinas,SMA,Makassar,Pegawai BUMN,12,8397815,0.538094254,12,50000000,LANCAR,1
A252167,48,NEW,LAKI LAKI,53,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,7,18750000,0.233705173,48,144000000,MACET,0
A307364,24,TOP,LAKI LAKI,33,MENIKAH,1,Milik Sendiri,SMA,Bandung,Pegawai swasta,12,6202305,0.59668591,120,140000000,LANCAR,1
A257186,24,NEW,LAKI LAKI,46,MENIKAH,3,Rumah Dinas,SMA,Balikpapan,Pegawai swasta,1,7666115,0.3231436,24,40000000,MACET,0
A221280,36,NEW,LAKI LAKI,36,MENIKAH,2,Milik Sendiri,S1,Surabaya,Pegawai swasta,15,3830433,0.381468622,36,31000000,LANCAR,1
A85535,24,NEW,LAKI LAKI,36,MENIKAH,1,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,3,3874967,0.331523081,24,19000000,LANCAR,1
A24512,60,NEW,LAKI LAKI,24,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,2,4006196,0.337643989,60,36000000,LANCAR,1
A67143,24,NEW,LAKI LAKI,35,MENIKAH,2,Milik Sendiri,S1,Jakarta 3,Pegawai swasta,3,20000000,0.24302755,24,100000000,LANCAR,1
A30850,48,NEW,LAKI LAKI,38,MENIKAH,2,Milik Orang Tua,SMA,Palembang,Pegawai swasta,11,2825759,0.316039337,48,30000000,LANCAR,1
A41358,60,NEW,LAKI LAKI,44,MENIKAH,3,Rumah Dinas,S1,Palembang,Pegawai BUMN,19,19962716,0.119830187,60,100000000,LANCAR,1
A136981,36,NEW,LAKI LAKI,51,MENIKAH,3,Milik Sendiri,SMA,Jakarta 5,Pegawai swasta,25,8335209,0.225999492,36,50000000,LANCAR,1
A67398,60,NEW,LAKI LAKI,45,MENIKAH,2,Milik Sendiri,DIPLOMA,Jakarta 3,Pegawai swasta,22,3244105,0.477232087,60,60000000,LANCAR,1
A13860,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Rumah Dinas,SMA,Medan,Pegawai swasta,5,3093065,0.583958953,60,47000000,LANCAR,1
A271278,60,NEW,LAKI LAKI,40,MENIKAH,3,Milik Orang Tua,SMA,Jakarta 4,Pegawai swasta,1,4000000,0.45155575,60,50000000,LANCAR,1
A312611,30,TOP,LAKI LAKI,42,MENIKAH,2,Sewa,SMA,Semarang,Pegawai swasta,4,4856639,0.43728698,96,105000000,LANCAR,1
A47548,36,NEW,LAKI LAKI,50,MENIKAH,4,Rumah Dinas,S2/S3,Jakarta 3,Pegawai BUMN,20,11157043,0.547040197,36,132000000,LANCAR,1
A261743,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Orang Tua,DIPLOMA,Medan,Pegawai BUMN,6,5158580,0.486998554,60,100000000,LANCAR,1
A253329,120,NEW,LAKI LAKI,29,MENIKAH,1,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,4,6337254,0.558534501,120,125000000,MACET,0
A180885,72,NEW,LAKI LAKI,35,MENIKAH,1,Milik Orang Tua,DIPLOMA,Bandung,Pegawai swasta,10,7320921,0.553849441,72,170000000,LANCAR,1
A188103,24,NEW,LAKI LAKI,36,MENIKAH,1,Milik Sendiri,S1,Semarang,Pegawai swasta,1,3673901,0.27973345,24,20000000,LANCAR,1
A96244,36,NEW,LAKI LAKI,39,MENIKAH,3,Milik Sendiri,DIPLOMA,Jakarta 4,Pegawai swasta,16,9433400,0.114175377,36,28300200,LANCAR,1
A113798,24,NEW,LAKI LAKI,47,MENIKAH,4,Milik Sendiri,SMA,Balikpapan,Pegawai swasta,1,4467466,0.287554735,24,25000000,LANCAR,1
A108825,24,NEW,LAKI LAKI,29,MENIKAH,3,Sewa,SMA,Balikpapan,Pegawai swasta,4,5445733,0.518870462,24,30000000,LANCAR,1
A256471,24,NEW,LAKI LAKI,28,MENIKAH,2,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,2,3154275,0.325815916,24,18000000,MACET,0
A30668,96,NEW,LAKI LAKI,33,MENIKAH,2,Milik Sendiri,S1,Palembang,PNS,7,9854000,0.394179217,96,200000000,LANCAR,1
A74592,60,NEW,LAKI LAKI,30,TIDAK MENIKAH,0,Sewa,S1,Jakarta 4,Pegawai swasta,1,6848200,0.11851304,60,27000000,LANCAR,1
A327960,6,TOP,LAKI LAKI,31,MENIKAH,2,Milik Orang Tua,DIPLOMA,Palembang,Pegawai swasta,7,9820380,0.181876974,48,115900000,LANCAR,1
A248638,48,NEW,LAKI LAKI,46,MENIKAH,1,Milik Sendiri,S1,Medan,Pegawai swasta,2,4433279,0.419089798,48,39000000,MACET,0
A260173,24,NEW,LAKI LAKI,32,TIDAK MENIKAH,0,Milik Orang Tua,S1,Makassar,Pegawai swasta,1,5643796,0.23967344,24,25000000,MACET,0
A232453,12,NEW,LAKI LAKI,37,MENIKAH,2,Rumah Dinas,S1,Makassar,Pegawai BUMN,1,4348444,0.317483679,12,15000000,LANCAR,1
A38833,60,NEW,LAKI LAKI,31,MENIKAH,3,Sewa,DIPLOMA,Palembang,Pegawai swasta,1,3505744,0.385843347,60,31000000,LANCAR,1
A57185,60,NEW,LAKI LAKI,27,TIDAK MENIKAH,0,Milik Sendiri,SMA,Jakarta 3,Pegawai swasta,7,7223600,0.278223739,60,80000000,LANCAR,1
A168148,48,NEW,LAKI LAKI,54,MENIKAH,2,Milik Sendiri,DIPLOMA,Bandung,Pegawai swasta,18,3969115,0.6,48,73000000,LANCAR,1
A133829,36,NEW,PEREMPUAN,43,MENIKAH,2,Milik Sendiri,S1,Jakarta 5,Pegawai swasta,15,10877372,0.235082702,36,45000000,LANCAR,1
A70517,36,NEW,LAKI LAKI,23,TIDAK MENIKAH,0,Sewa,SMA,Jakarta 3,Pegawai swasta,4,3342737,0.306733374,36,27000000,LANCAR,1
A133789,24,NEW,PEREMPUAN,33,TIDAK MENIKAH,0,Milik Orang Tua,S1,Jakarta 5,Pegawai BUMN,5,4282138.333,0.6,24,22000000,LANCAR,1
A250758,24,NEW,LAKI LAKI,47,MENIKAH,5,Milik Sendiri,SMA,Medan,Pegawai swasta,1,4584077,0.336287981,24,26500000,MACET,0
A21607,48,NEW,PEREMPUAN,25,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Medan,Pegawai swasta,5,2859245,0.324900804,48,25700000,LANCAR,1
A279388,17,TOP,LAKI LAKI,32,TIDAK MENIKAH,0,Sewa,S1,Palembang,Pegawai BUMN,4,5258085,0.488046884,120,151000000,LANCAR,1
A136241,84,NEW,PEREMPUAN,51,MENIKAH,3,Rumah Dinas,SMA,Jakarta 5,PNS,25,6503033,0.298648492,84,100000000,LANCAR,1
A8166,24,NEW,LAKI LAKI,53,MENIKAH,1,Rumah Dinas,SMA,Medan,Pegawai swasta,21,7043916,0.356955137,24,50000000,LANCAR,1
A778,36,NEW,LAKI LAKI,56,MENIKAH,2,Rumah Dinas,S1,Medan,Pegawai BUMN,25,11444750,0.329190852,36,91000000,LANCAR,1
A250418,60,NEW,LAKI LAKI,41,MENIKAH,2,Milik Sendiri,SMA,Medan,Pegawai swasta,1,4698733,0.287879307,60,42000000,MACET,0
A253387,120,NEW,LAKI LAKI,28,TIDAK MENIKAH,0,Milik Sendiri,S1,Jakarta 4,Pegawai swasta,5,5130400,0.489766295,120,120000000,MACET,0
A141039,120,NEW,LAKI LAKI,29,TIDAK MENIKAH,0,Sewa,S1,Jakarta 5,PNS,5,5309363.333,0.6,120,169000000,LANCAR,1
A234162,60,NEW,LAKI LAKI,38,MENIKAH,3,Milik Orang Tua,S1,Makassar,Pegawai swasta,8,10250000,0.171566341,60,70000000,LANCAR,1
A254771,36,NEW,LAKI LAKI,33,TIDAK MENIKAH,0,Milik Orang Tua,SMA,Balikpapan,Pegawai swasta,1,5746187,0.327826609,36,45000000,MACET,0
A326722,22,TOP,LAKI LAKI,52,MENIKAH,4,Milik Sendiri,S1,Balikpapan,Pegawai swasta,18,16377748,0.297330561,48,170000000,LANCAR,1
